Unique Id,Code,Origin,Complexity,Severity,Category,Description,Message,InputType,OutputType,File,Line,Column,Lines,SourceCode
1759,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,6,37,1,CancelEventArgs
1761,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,8,17,1,IList<string>
1763,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,8,17,1,IList<string>
1765,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,33,1,IList<string>
1767,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,33,1,IList<string>
1769,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,33,1,IList<string> args
1771,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,33,1,IList<string> args
1773,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this
1775,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this
1777,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this.args
1779,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this.args
1781,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,67,1,args
1783,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,67,1,args
1785,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this.args = args
1787,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this.args = args
1789,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this.args = args
1791,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this.args = args
1793,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this.args = args;
1795,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,10,55,1,this.args = args;
1797,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,13,16,1,IList<string>
1799,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,13,16,1,IList<string>
1801,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,13,45,1,this
1803,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,13,45,1,this
1805,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,13,45,1,this.args
1807,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupEventArgs.cs,13,45,1,this.args
1809,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,8,49,1,EventArgs
1811,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,8,49,1,EventArgs
1813,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,16,45,1,IEnumerable<string>
1815,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,16,45,1,IEnumerable<string>
1817,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,16,45,1,IEnumerable<string> args
1819,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,16,45,1,IEnumerable<string> args
1821,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,16,71,1,bool bringToForegroundFlag
1823,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,16,71,1,bool bringToForegroundFlag
1825,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this"
1827,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this"
1829,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this.BringToForeground"
1831,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this.BringToForeground"
1833,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,38,1,bringToForegroundFlag
1835,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,38,1,bringToForegroundFlag
1837,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this.BringToForeground = bringToForegroundFlag"
1839,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this.BringToForeground = bringToForegroundFlag"
1841,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this.BringToForeground = bringToForegroundFlag"
1843,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this.BringToForeground = bringToForegroundFlag"
1845,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this.BringToForeground = bringToForegroundFlag;"
1847,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,18,13,1,"            this.BringToForeground = bringToForegroundFlag;"
1849,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this"
1851,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this"
1853,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this.CommandLine"
1855,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this.CommandLine"
1857,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,32,1,args
1859,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,32,1,args
1861,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,32,1,args.ToList
1863,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,32,1,args.ToList
1865,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,32,1,args.ToList()
1867,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,32,1,args.ToList()
1869,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this.CommandLine = args.ToList()"
1871,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this.CommandLine = args.ToList()"
1873,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this.CommandLine = args.ToList()"
1875,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this.CommandLine = args.ToList()"
1877,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this.CommandLine = args.ToList();"
1879,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,19,13,1,"            this.CommandLine = args.ToList();"
1881,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,31,16,1,IList<string>
1883,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\StartupNextInstanceEventArgs.cs,31,16,1,IList<string>
1885,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,18,44,1,AuthenticationMode
1887,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,18,44,1,AuthenticationMode
1889,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,18,44,1,AuthenticationMode authenticationMode
1891,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,18,44,1,AuthenticationMode authenticationMode
1893,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this"
1895,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this"
1897,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this.MinimumSplashScreenDisplayTime"
1899,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this.MinimumSplashScreenDisplayTime"
1901,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,51,1,2000
1903,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,51,1,2000
1905,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this.MinimumSplashScreenDisplayTime = 2000"
1907,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this.MinimumSplashScreenDisplayTime = 2000"
1909,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this.MinimumSplashScreenDisplayTime = 2000"
1911,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this.MinimumSplashScreenDisplayTime = 2000"
1913,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this.MinimumSplashScreenDisplayTime = 2000;"
1915,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,20,13,1,"            this.MinimumSplashScreenDisplayTime = 2000;"
1917,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,13,1,"            m_Ok2CloseSplashScreen"
1919,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,13,1,"            m_Ok2CloseSplashScreen"
1921,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,38,1,true
1923,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,38,1,true
1925,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,13,1,"            m_Ok2CloseSplashScreen = true"
1927,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,13,1,"            m_Ok2CloseSplashScreen = true"
1929,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,13,1,"            m_Ok2CloseSplashScreen = true"
1931,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,13,1,"            m_Ok2CloseSplashScreen = true"
1933,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,13,1,"            m_Ok2CloseSplashScreen = true;"
1935,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,21,13,1,"            m_Ok2CloseSplashScreen = true;"
1937,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,22,17,1,authenticationMode
1939,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,22,17,1,authenticationMode
1941,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,22,39,1,AuthenticationMode
1943,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,22,39,1,AuthenticationMode
1945,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,22,39,1,AuthenticationMode.Windows
1947,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,22,39,1,AuthenticationMode.Windows
1949,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread"
1951,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread"
1953,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread.CurrentPrincipal"
1955,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread.CurrentPrincipal"
1957,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,51,1,WindowsPrincipal
1959,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,51,1,WindowsPrincipal
1961,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,68,1,WindowsIdentity
1963,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,68,1,WindowsIdentity
