Unique Id,Code,Origin,Complexity,Severity,Category,Description,Message,InputType,OutputType,File,Line,Column,Lines,SourceCode
838,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,70,71,1,13.0f
840,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,47,41,1,args
841,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,70,71,1,13.0f
843,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,47,41,1,args
845,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,47,41,1,args
847,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSNewObject -> CSExpr"" does not have any transformation rule to apply.",CSNewObject,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,70,40,1,"""new System.Drawing.SizeF(6.0, 13.0f)"""
849,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSNewObject,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,70,40,1,"""new System.Drawing.SizeF(6.0, 13.0f)"""
851,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSType"" does not have any transformation rule to apply.",CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Drawing.SizeF
854,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,47,17,1,"                new MyApplication().Run(args)"
855,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Drawing.SizeF
857,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,47,17,1,"                new MyApplication().Run(args)"
859,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,47,17,1,"                new MyApplication().Run(args);"
861,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().AutoScaleDimensions = new System.Drawing.SizeF(6.0, 13.0f)"""
863,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\MyProject\MyApplication.cs,47,17,1,"                new MyApplication().Run(args);"
865,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().AutoScaleDimensions = new System.Drawing.SizeF(6.0, 13.0f)"""
867,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().AutoScaleDimensions = new System.Drawing.SizeF(6.0, 13.0f)"""
869,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().AutoScaleDimensions = new System.Drawing.SizeF(6.0, 13.0f)"""
871,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().AutoScaleDimensions = new System.Drawing.SizeF(6.0, 13.0f);"""
873,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().AutoScaleDimensions = new System.Drawing.SizeF(6.0, 13.0f);"""
875,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,33,13,1,"            FormCollection"
877,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,33,13,1,"            FormCollection"
879,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,13,1,"            this"
881,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,13,1,"            this"
883,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,13,1,"            this.AutoScaleMode"
885,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,13,1,"            this.AutoScaleMode"
887,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSType"" does not have any transformation rule to apply.",CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Windows.Forms.AutoScaleMode
889,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Windows.Forms.AutoScaleMode
891,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System
893,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System
895,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System.Windows
897,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System.Windows
899,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System.Windows.Forms
901,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System.Windows.Forms
903,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System.Windows.Forms.AutoScaleMode
905,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System.Windows.Forms.AutoScaleMode
907,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System.Windows.Forms.AutoScaleMode.Font
909,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,71,34,1,System.Windows.Forms.AutoScaleMode.Font
911,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSType"" does not have any transformation rule to apply.",CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Windows.Forms.AutoScaleMode
913,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Windows.Forms.AutoScaleMode
915,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,this.Properties().AutoScaleMode = Stub._System.Windows.Forms.AutoScaleMode.Font
917,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,this.Properties().AutoScaleMode = Stub._System.Windows.Forms.AutoScaleMode.Font
919,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,this.Properties().AutoScaleMode = Stub._System.Windows.Forms.AutoScaleMode.Font
921,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,this.Properties().AutoScaleMode = Stub._System.Windows.Forms.AutoScaleMode.Font
923,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,this.Properties().AutoScaleMode = Stub._System.Windows.Forms.AutoScaleMode.Font;
925,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,this.Properties().AutoScaleMode = Stub._System.Windows.Forms.AutoScaleMode.Font;
927,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,13,1,"            this"
929,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,13,1,"            this"
931,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,13,1,"            this.ClientSize"
933,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,13,1,"            this.ClientSize"
935,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,35,1,System.Drawing.Size
937,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,35,1,System.Drawing.Size
939,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,55,1,254
941,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,55,1,254
943,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,55,1,254
945,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,55,1,254
947,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,60,1,194
949,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,60,1,194
951,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,60,1,194
953,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,60,1,194
955,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSNewObject -> CSExpr"" does not have any transformation rule to apply.",CSNewObject,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,31,1,"""new System.Drawing.Size(25, 194)"""
957,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSNewObject,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,72,31,1,"""new System.Drawing.Size(25, 194)"""
959,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().ClientSize = new System.Drawing.Size(25, 194)"""
961,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().ClientSize = new System.Drawing.Size(25, 194)"""
963,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().ClientSize = new System.Drawing.Size(25, 194)"""
965,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().ClientSize = new System.Drawing.Size(25, 194)"""
967,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().ClientSize = new System.Drawing.Size(25, 194);"""
969,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,"""this.Properties().ClientSize = new System.Drawing.Size(25, 194);"""
971,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,13,1,"            this"
973,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,13,1,"            this"
975,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,13,1,"            this.Controls.Add"
977,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,13,1,"            this.Controls.Add"
979,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,61,1,this
981,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,61,1,this
983,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,61,1,this.Button1
985,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,61,1,this.Button1
987,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCast -> CSExpr"" does not have any transformation rule to apply.",CSCast,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,31,1,(Mobilize.Web.Control)this.Button1
989,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCast,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,31,1,(Mobilize.Web.Control)this.Button1
991,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,31,1,(Mobilize.Web.Control)this.Button1
993,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,31,1,(Mobilize.Web.Control)this.Button1
995,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,34,17,1,openForms
997,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,34,17,1,openForms
999,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,34,17,1,openForms.Count
1001,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,34,17,1,openForms.Count
1003,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,13,1,"            this.Controls.Add((Mobilize.Web.Control)this.Button1)"
1005,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,13,1,"            this.Controls.Add((Mobilize.Web.Control)this.Button1)"
1007,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSType"" does not have any transformation rule to apply.",CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Windows.Forms.Control.ControlCollection
1009,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Windows.Forms.Control.ControlCollection
1011,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,34,35,1,0
1013,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,34,35,1,0
1015,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSGt -> CSBinaryOperation"" does not have any transformation rule to apply.",CSGt,CSBinaryOperation,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,34,17,1,openForms.Count > 0
1017,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSGt,CSBinaryOperation,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,34,17,1,openForms.Count > 0
1019,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSBaseMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSBaseMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,17,1,"                base.MainForm"
1021,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSBaseMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,17,1,"                base.MainForm"
1023,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,33,1,openForms
1025,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,33,1,openForms
1027,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,43,1,0
1029,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,43,1,0
1031,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSType"" does not have any transformation rule to apply.",CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Windows.Forms.Control.ControlCollection
1033,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSType,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,0,0,1,System.Windows.Forms.Control.ControlCollection
1035,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,13,1,"            this.Controls.Add((Mobilize.Web.Control)this.Button1);"
1037,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,73,13,1,"            this.Controls.Add((Mobilize.Web.Control)this.Button1);"
1039,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,13,1,"            this"
1041,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,13,1,"            this"
1043,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,25,1,"""'Form1'"""
1045,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,25,1,"""'Form1'"""
1047,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,13,1,"""            this.Name = 'Form1'"""
1049,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,13,1,"""            this.Name = 'Form1'"""
